,feature_combination,best_n_neighbors,best_cv_score
2130,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'exang')",15,0.7364996608329942
2131,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'oldpeak')",17,0.709447178044432
2132,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'slope')",19,0.6962208567654142
2133,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'ca')",9,0.7503534211446787
2134,"('age', 'sex', 'trestbps', 'chol', 'restecg', 'thal')",15,0.7424793612184917
2135,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'exang')",5,0.7429500157864003
2136,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'oldpeak')",19,0.718974514594652
2137,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'slope')",11,0.742463718028817
2138,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'ca')",7,0.7985950003645776
2139,"('age', 'sex', 'trestbps', 'chol', 'thalach', 'thal')",7,0.759847215586346
2140,"('age', 'sex', 'trestbps', 'chol', 'exang', 'oldpeak')",19,0.7192837587988696
2141,"('age', 'sex', 'trestbps', 'chol', 'exang', 'slope')",17,0.7575077289859898
2142,"('age', 'sex', 'trestbps', 'chol', 'exang', 'ca')",3,0.7721470715164147
2143,"('age', 'sex', 'trestbps', 'chol', 'exang', 'thal')",13,0.7462580463015246
2144,"('age', 'sex', 'trestbps', 'chol', 'oldpeak', 'slope')",7,0.7115513337412651
2145,"('age', 'sex', 'trestbps', 'chol', 'oldpeak', 'ca')",7,0.7677637724579649
2146,"('age', 'sex', 'trestbps', 'chol', 'oldpeak', 'thal')",11,0.7545560295850151
2147,"('age', 'sex', 'trestbps', 'chol', 'slope', 'ca')",9,0.7707224139253126
2148,"('age', 'sex', 'trestbps', 'chol', 'slope', 'thal')",19,0.7429606625258799
2149,"('age', 'sex', 'trestbps', 'chol', 'ca', 'thal')",9,0.7631728454903708
2150,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'thalach')",17,0.7053836119808661
2151,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'exang')",17,0.7309622100196551
2152,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'oldpeak')",19,0.6906853963347296
2153,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'slope')",7,0.7189570423643651
2154,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'ca')",11,0.7605450492713587
2155,"('age', 'sex', 'trestbps', 'fbs', 'restecg', 'thal')",9,0.75466201914028
2156,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'exang')",3,0.7582189581754799
2157,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'oldpeak')",19,0.7212213460938705
2158,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'slope')",13,0.7354352265526941
2159,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'ca')",17,0.7678421245957477
2160,"('age', 'sex', 'trestbps', 'fbs', 'thalach', 'thal')",5,0.7668306052508952
2161,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'oldpeak')",19,0.7556418304528985
2162,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'slope')",19,0.7295908159251487
2163,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'ca')",3,0.7677960870294046
2164,"('age', 'sex', 'trestbps', 'fbs', 'exang', 'thal')",15,0.7669382332643202
2165,"('age', 'sex', 'trestbps', 'fbs', 'oldpeak', 'slope')",17,0.7241768962572245
2166,"('age', 'sex', 'trestbps', 'fbs', 'oldpeak', 'ca')",17,0.7804333886083628
2167,"('age', 'sex', 'trestbps', 'fbs', 'oldpeak', 'thal')",19,0.7587371485197572
2168,"('age', 'sex', 'trestbps', 'fbs', 'slope', 'ca')",9,0.7621642983961825
2169,"('age', 'sex', 'trestbps', 'fbs', 'slope', 'thal')",17,0.7464411530498487
2170,"('age', 'sex', 'trestbps', 'fbs', 'ca', 'thal')",19,0.7888415380703709
2171,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'exang')",13,0.7360071333446621
2172,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'oldpeak')",19,0.7405310282243132
2173,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'slope')",11,0.7433290973088837
2174,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'ca')",5,0.7997944277224112
2175,"('age', 'sex', 'trestbps', 'restecg', 'thalach', 'thal')",17,0.7760996250126686
2176,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'oldpeak')",7,0.745244314207701
2177,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'slope')",1,0.7296424445120098
2178,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'ca')",9,0.76067038296901
2179,"('age', 'sex', 'trestbps', 'restecg', 'exang', 'thal')",1,0.7467124482092788
2180,"('age', 'sex', 'trestbps', 'restecg', 'oldpeak', 'slope')",19,0.717168781299216
2181,"('age', 'sex', 'trestbps', 'restecg', 'oldpeak', 'ca')",19,0.7660966550649356
2182,"('age', 'sex', 'trestbps', 'restecg', 'oldpeak', 'thal')",9,0.7757280156914025
2183,"('age', 'sex', 'trestbps', 'restecg', 'slope', 'ca')",17,0.7624756244583978
2184,"('age', 'sex', 'trestbps', 'restecg', 'slope', 'thal')",9,0.7588484778774635
2185,"('age', 'sex', 'trestbps', 'restecg', 'ca', 'thal')",11,0.7543605390287312
2186,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'oldpeak')",19,0.7428613719937796
2187,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'slope')",13,0.7570968752128173
2188,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'ca')",11,0.791139209901605
2189,"('age', 'sex', 'trestbps', 'thalach', 'exang', 'thal')",19,0.7677881538751105
2190,"('age', 'sex', 'trestbps', 'thalach', 'oldpeak', 'slope')",5,0.7443900071451559
2191,"('age', 'sex', 'trestbps', 'thalach', 'oldpeak', 'ca')",9,0.7958157713123388
2192,"('age', 'sex', 'trestbps', 'thalach', 'oldpeak', 'thal')",19,0.7634991240643415
2193,"('age', 'sex', 'trestbps', 'thalach', 'slope', 'ca')",3,0.781702917035172
2194,"('age', 'sex', 'trestbps', 'thalach', 'slope', 'thal')",9,0.7501762134805613
2195,"('age', 'sex', 'trestbps', 'thalach', 'ca', 'thal')",7,0.7961893771962422
2196,"('age', 'sex', 'trestbps', 'exang', 'oldpeak', 'slope')",11,0.7537525711003972
2197,"('age', 'sex', 'trestbps', 'exang', 'oldpeak', 'ca')",5,0.7865428194993412
2198,"('age', 'sex', 'trestbps', 'exang', 'oldpeak', 'thal')",19,0.7637573038877387
2199,"('age', 'sex', 'trestbps', 'exang', 'slope', 'ca')",5,0.7697618341427226
2200,"('age', 'sex', 'trestbps', 'exang', 'slope', 'thal')",13,0.7547389003910744
2201,"('age', 'sex', 'trestbps', 'exang', 'ca', 'thal')",11,0.7884032694147111
2202,"('age', 'sex', 'trestbps', 'oldpeak', 'slope', 'ca')",15,0.7619059193379679
2203,"('age', 'sex', 'trestbps', 'oldpeak', 'slope', 'thal')",19,0.7624099378881988
2204,"('age', 'sex', 'trestbps', 'oldpeak', 'ca', 'thal')",11,0.7969827406680954
2205,"('age', 'sex', 'trestbps', 'slope', 'ca', 'thal')",15,0.7802638821189546
2206,"('age', 'sex', 'chol', 'fbs', 'restecg', 'thalach')",19,0.7029904236368768
2207,"('age', 'sex', 'chol', 'fbs', 'restecg', 'exang')",17,0.7399655320524887
2208,"('age', 'sex', 'chol', 'fbs', 'restecg', 'oldpeak')",9,0.6716740506834407
2209,"('age', 'sex', 'chol', 'fbs', 'restecg', 'slope')",19,0.691298031008176
2210,"('age', 'sex', 'chol', 'fbs', 'restecg', 'ca')",3,0.7622003680699333
2211,"('age', 'sex', 'chol', 'fbs', 'restecg', 'thal')",3,0.7542171612606395
2212,"('age', 'sex', 'chol', 'fbs', 'thalach', 'exang')",11,0.7434025957209103
2213,"('age', 'sex', 'chol', 'fbs', 'thalach', 'oldpeak')",19,0.7185848807095947
2214,"('age', 'sex', 'chol', 'fbs', 'thalach', 'slope')",13,0.724972230667883
2215,"('age', 'sex', 'chol', 'fbs', 'thalach', 'ca')",13,0.7866893273047302
2216,"('age', 'sex', 'chol', 'fbs', 'thalach', 'thal')",19,0.7712473272271135
2217,"('age', 'sex', 'chol', 'fbs', 'exang', 'oldpeak')",17,0.7484204853117896
2218,"('age', 'sex', 'chol', 'fbs', 'exang', 'slope')",9,0.7614625928472689
2219,"('age', 'sex', 'chol', 'fbs', 'exang', 'ca')",3,0.7962561979083718
2220,"('age', 'sex', 'chol', 'fbs', 'exang', 'thal')",17,0.7638279273061881
2221,"('age', 'sex', 'chol', 'fbs', 'oldpeak', 'slope')",19,0.7286778429755626
2222,"('age', 'sex', 'chol', 'fbs', 'oldpeak', 'ca')",11,0.7839000747431345
2223,"('age', 'sex', 'chol', 'fbs', 'oldpeak', 'thal')",15,0.7502565027706141
2224,"('age', 'sex', 'chol', 'fbs', 'slope', 'ca')",3,0.7750503554416598
2225,"('age', 'sex', 'chol', 'fbs', 'slope', 'thal')",19,0.7507469052686444
2226,"('age', 'sex', 'chol', 'fbs', 'ca', 'thal')",13,0.8089932516278816
2227,"('age', 'sex', 'chol', 'restecg', 'thalach', 'exang')",15,0.7414056494823085
2228,"('age', 'sex', 'chol', 'restecg', 'thalach', 'oldpeak')",17,0.7434952948130571
2229,"('age', 'sex', 'chol', 'restecg', 'thalach', 'slope')",19,0.712134274093847
2230,"('age', 'sex', 'chol', 'restecg', 'thalach', 'ca')",19,0.7770519444855187
2231,"('age', 'sex', 'chol', 'restecg', 'thalach', 'thal')",19,0.7717531247603712
2232,"('age', 'sex', 'chol', 'restecg', 'exang', 'oldpeak')",11,0.7485336852598484
2233,"('age', 'sex', 'chol', 'restecg', 'exang', 'slope')",7,0.7570681520361154
2234,"('age', 'sex', 'chol', 'restecg', 'exang', 'ca')",3,0.7772619682898754
2235,"('age', 'sex', 'chol', 'restecg', 'exang', 'thal')",17,0.7545415092154223
2236,"('age', 'sex', 'chol', 'restecg', 'oldpeak', 'slope')",17,0.7153547496518511
2237,"('age', 'sex', 'chol', 'restecg', 'oldpeak', 'ca')",15,0.7670929215798312
2238,"('age', 'sex', 'chol', 'restecg', 'oldpeak', 'thal')",15,0.780038277370848
2239,"('age', 'sex', 'chol', 'restecg', 'slope', 'ca')",17,0.7432206046857752
2240,"('age', 'sex', 'chol', 'restecg', 'slope', 'thal')",7,0.7592394481524917
2241,"('age', 'sex', 'chol', 'restecg', 'ca', 'thal')",7,0.7791580440634599
2242,"('age', 'sex', 'chol', 'thalach', 'exang', 'oldpeak')",19,0.7515719542319925
2243,"('age', 'sex', 'chol', 'thalach', 'exang', 'slope')",15,0.7658910114096994
2244,"('age', 'sex', 'chol', 'thalach', 'exang', 'ca')",7,0.8082433741358225
2245,"('age', 'sex', 'chol', 'thalach', 'exang', 'thal')",17,0.7888672706788649
2246,"('age', 'sex', 'chol', 'thalach', 'oldpeak', 'slope')",15,0.7403497763642692
2247,"('age', 'sex', 'chol', 'thalach', 'oldpeak', 'ca')",11,0.8029281726122779
2248,"('age', 'sex', 'chol', 'thalach', 'oldpeak', 'thal')",19,0.7714306477205028
2249,"('age', 'sex', 'chol', 'thalach', 'slope', 'ca')",3,0.8026191167940031
2250,"('age', 'sex', 'chol', 'thalach', 'slope', 'thal')",3,0.7553441966119311
2251,"('age', 'sex', 'chol', 'thalach', 'ca', 'thal')",11,0.8183317463675968
2252,"('age', 'sex', 'chol', 'exang', 'oldpeak', 'slope')",9,0.7573768260724782
2253,"('age', 'sex', 'chol', 'exang', 'oldpeak', 'ca')",7,0.7943470474988927
2254,"('age', 'sex', 'chol', 'exang', 'oldpeak', 'thal')",15,0.7721473598864904
2255,"('age', 'sex', 'chol', 'exang', 'slope', 'ca')",1,0.8126600983134165
2256,"('age', 'sex', 'chol', 'exang', 'slope', 'thal')",19,0.763386609096754
2257,"('age', 'sex', 'chol', 'exang', 'ca', 'thal')",3,0.7863817883249614
2258,"('age', 'sex', 'chol', 'oldpeak', 'slope', 'ca')",17,0.7668202352957623
2259,"('age', 'sex', 'chol', 'oldpeak', 'slope', 'thal')",11,0.771512636867328
2260,"('age', 'sex', 'chol', 'oldpeak', 'ca', 'thal')",19,0.7896238879351007
2261,"('age', 'sex', 'chol', 'slope', 'ca', 'thal')",11,0.7977700388714881
2262,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'exang')",13,0.7408369705978403
2263,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'oldpeak')",19,0.7096596817031599
2264,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'slope')",11,0.7108077968730142
2265,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'ca')",3,0.7749237923700166
2266,"('age', 'sex', 'fbs', 'restecg', 'thalach', 'thal')",19,0.7801328119009278
2267,"('age', 'sex', 'fbs', 'restecg', 'exang', 'oldpeak')",13,0.7250847400025968
2268,"('age', 'sex', 'fbs', 'restecg', 'exang', 'slope')",7,0.7126554558082477
2269,"('age', 'sex', 'fbs', 'restecg', 'exang', 'ca')",3,0.7697581938783312
2270,"('age', 'sex', 'fbs', 'restecg', 'exang', 'thal')",17,0.7669626621365753
2271,"('age', 'sex', 'fbs', 'restecg', 'oldpeak', 'slope')",9,0.7244942159289984
2272,"('age', 'sex', 'fbs', 'restecg', 'oldpeak', 'ca')",9,0.7571220327684859
2273,"('age', 'sex', 'fbs', 'restecg', 'oldpeak', 'thal')",15,0.7529931773596914
2274,"('age', 'sex', 'fbs', 'restecg', 'slope', 'ca')",3,0.7668072072854681
2275,"('age', 'sex', 'fbs', 'restecg', 'slope', 'thal')",7,0.7502566129522651
2276,"('age', 'sex', 'fbs', 'restecg', 'ca', 'thal')",13,0.7922231854085402
2277,"('age', 'sex', 'fbs', 'thalach', 'exang', 'oldpeak')",11,0.7404533467045369
2278,"('age', 'sex', 'fbs', 'thalach', 'exang', 'slope')",7,0.7498684069553635
2279,"('age', 'sex', 'fbs', 'thalach', 'exang', 'ca')",3,0.7861432185238252
2280,"('age', 'sex', 'fbs', 'thalach', 'exang', 'thal')",19,0.7672181688413572
2281,"('age', 'sex', 'fbs', 'thalach', 'oldpeak', 'slope')",13,0.7241836434605313
2282,"('age', 'sex', 'fbs', 'thalach', 'oldpeak', 'ca')",15,0.798928620606729
2283,"('age', 'sex', 'fbs', 'thalach', 'oldpeak', 'thal')",19,0.7801416441851224
2284,"('age', 'sex', 'fbs', 'thalach', 'slope', 'ca')",3,0.8040164163322057
2285,"('age', 'sex', 'fbs', 'thalach', 'slope', 'thal')",9,0.767237719875401
2286,"('age', 'sex', 'fbs', 'thalach', 'ca', 'thal')",11,0.8006632941802989
2287,"('age', 'sex', 'fbs', 'exang', 'oldpeak', 'slope')",9,0.761381871751437
2288,"('age', 'sex', 'fbs', 'exang', 'oldpeak', 'ca')",3,0.7730472354862133
2289,"('age', 'sex', 'fbs', 'exang', 'oldpeak', 'thal')",15,0.779898188767754
2290,"('age', 'sex', 'fbs', 'exang', 'slope', 'ca')",3,0.7993521859978575
2291,"('age', 'sex', 'fbs', 'exang', 'slope', 'thal')",15,0.7633960087148493
2292,"('age', 'sex', 'fbs', 'exang', 'ca', 'thal')",17,0.8016447063403586
2293,"('age', 'sex', 'fbs', 'oldpeak', 'slope', 'ca')",3,0.7804973967047768
2294,"('age', 'sex', 'fbs', 'oldpeak', 'slope', 'thal')",5,0.7542371064255122
2295,"('age', 'sex', 'fbs', 'oldpeak', 'ca', 'thal')",17,0.787231581368881
2296,"('age', 'sex', 'fbs', 'slope', 'ca', 'thal')",17,0.7800487151066862
2297,"('age', 'sex', 'restecg', 'thalach', 'exang', 'oldpeak')",5,0.7659699954098018
2298,"('age', 'sex', 'restecg', 'thalach', 'exang', 'slope')",7,0.7482313153834893
2299,"('age', 'sex', 'restecg', 'thalach', 'exang', 'ca')",7,0.7829266072656613
2300,"('age', 'sex', 'restecg', 'thalach', 'exang', 'thal')",15,0.7568246093680877
2301,"('age', 'sex', 'restecg', 'thalach', 'oldpeak', 'slope')",9,0.7367779741517346
2302,"('age', 'sex', 'restecg', 'thalach', 'oldpeak', 'ca')",17,0.7950893005065393
2303,"('age', 'sex', 'restecg', 'thalach', 'oldpeak', 'thal')",17,0.7794334500555601
2304,"('age', 'sex', 'restecg', 'thalach', 'slope', 'ca')",5,0.7919645199279066
2305,"('age', 'sex', 'restecg', 'thalach', 'slope', 'thal')",9,0.7883484261310348
2306,"('age', 'sex', 'restecg', 'thalach', 'ca', 'thal')",9,0.8000078884139221
2307,"('age', 'sex', 'restecg', 'exang', 'oldpeak', 'slope')",11,0.7489278194754929
2308,"('age', 'sex', 'restecg', 'exang', 'oldpeak', 'ca')",15,0.7777908243125634
2309,"('age', 'sex', 'restecg', 'exang', 'oldpeak', 'thal')",7,0.7845355524775814
2310,"('age', 'sex', 'restecg', 'exang', 'slope', 'ca')",1,0.7857179282691
2311,"('age', 'sex', 'restecg', 'exang', 'slope', 'thal')",7,0.783686748034574
2312,"('age', 'sex', 'restecg', 'exang', 'ca', 'thal')",7,0.7961622633941474
2313,"('age', 'sex', 'restecg', 'oldpeak', 'slope', 'ca')",7,0.7539129373042417
2314,"('age', 'sex', 'restecg', 'oldpeak', 'slope', 'thal')",7,0.7593908721444953
2315,"('age', 'sex', 'restecg', 'oldpeak', 'ca', 'thal')",7,0.7968769738045101
2316,"('age', 'sex', 'restecg', 'slope', 'ca', 'thal')",9,0.7846933024034474
2317,"('age', 'sex', 'thalach', 'exang', 'oldpeak', 'slope')",19,0.7481669876017703
2318,"('age', 'sex', 'thalach', 'exang', 'oldpeak', 'ca')",11,0.8085694660580902
2319,"('age', 'sex', 'thalach', 'exang', 'oldpeak', 'thal')",19,0.7572133364675777
2320,"('age', 'sex', 'thalach', 'exang', 'slope', 'ca')",1,0.7960694593897334
2321,"('age', 'sex', 'thalach', 'exang', 'slope', 'thal')",15,0.7547822601445789
2322,"('age', 'sex', 'thalach', 'exang', 'ca', 'thal')",19,0.8174298889516282
2323,"('age', 'sex', 'thalach', 'oldpeak', 'slope', 'ca')",17,0.788134648073626
2324,"('age', 'sex', 'thalach', 'oldpeak', 'slope', 'thal')",13,0.7675350090201348
2325,"('age', 'sex', 'thalach', 'oldpeak', 'ca', 'thal')",13,0.812981022190628
2326,"('age', 'sex', 'thalach', 'slope', 'ca', 'thal')",9,0.796882019864476
2327,"('age', 'sex', 'exang', 'oldpeak', 'slope', 'ca')",7,0.7834932217540913
2328,"('age', 'sex', 'exang', 'oldpeak', 'slope', 'thal')",9,0.7669757907149212
2329,"('age', 'sex', 'exang', 'oldpeak', 'ca', 'thal')",13,0.7965727644392786
2330,"('age', 'sex', 'exang', 'slope', 'ca', 'thal')",17,0.8057352658077296
2331,"('age', 'sex', 'oldpeak', 'slope', 'ca', 'thal')",15,0.7828658032445844
2332,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg')",7,0.7086355473806486
2333,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach')",17,0.7100607684237054
2334,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'exang')",5,0.7076806236873383
2335,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak')",5,0.7026550434056155
2336,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'slope')",3,0.6956577537923838
2337,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'ca')",3,0.7716909912417159
2338,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thal')",17,0.74884253707137
2339,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach')",17,0.712177092341025
2340,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'exang')",3,0.7099664880449225
2341,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak')",17,0.7139880124522278
2342,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'slope')",7,0.7075330461647458
2343,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'ca')",9,0.7422080590921618
2344,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thal')",19,0.7667417757822029
2345,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'exang')",9,0.7415610280744802
2346,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'oldpeak')",19,0.7427132609384083
2347,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'slope')",15,0.7089399234523646
2348,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'ca')",5,0.7792677558222756
2349,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'thal')",5,0.7721331711766494
2350,"('age', 'cp', 'trestbps', 'chol', 'exang', 'oldpeak')",19,0.7590394003096599
2351,"('age', 'cp', 'trestbps', 'chol', 'exang', 'slope')",17,0.7525669210017035
2352,"('age', 'cp', 'trestbps', 'chol', 'exang', 'ca')",3,0.7850697750590774
2353,"('age', 'cp', 'trestbps', 'chol', 'exang', 'thal')",17,0.7876962964148319
2354,"('age', 'cp', 'trestbps', 'chol', 'oldpeak', 'slope')",5,0.7368261476636764
2355,"('age', 'cp', 'trestbps', 'chol', 'oldpeak', 'ca')",3,0.776416935418905
2356,"('age', 'cp', 'trestbps', 'chol', 'oldpeak', 'thal')",15,0.7666551210464253
2357,"('age', 'cp', 'trestbps', 'chol', 'slope', 'ca')",11,0.7740298228096976
2358,"('age', 'cp', 'trestbps', 'chol', 'slope', 'thal')",19,0.7716630114524852
2359,"('age', 'cp', 'trestbps', 'chol', 'ca', 'thal')",9,0.7887777777777778
2360,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach')",15,0.6871385423486871
2361,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang')",17,0.7201493689814249
2362,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak')",17,0.6976576448617797
2363,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'slope')",5,0.6944152429215933
2364,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'ca')",19,0.7434124197299846
2365,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thal')",19,0.762595671864932
2366,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang')",3,0.714243777693053
2367,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'oldpeak')",19,0.7209494592720348
2368,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'slope')",15,0.7107831509935326
2369,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'ca')",9,0.7698621532922014
2370,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'thal')",19,0.7669963574860599
2371,"('age', 'cp', 'trestbps', 'fbs', 'exang', 'oldpeak')",19,0.7452443754125034
2372,"('age', 'cp', 'trestbps', 'fbs', 'exang', 'slope')",3,0.7122437162920079
2373,"('age', 'cp', 'trestbps', 'fbs', 'exang', 'ca')",7,0.7769290805812544
2374,"('age', 'cp', 'trestbps', 'fbs', 'exang', 'thal')",17,0.7876254847788028
2375,"('age', 'cp', 'trestbps', 'fbs', 'oldpeak', 'slope')",9,0.6893984414216419
2376,"('age', 'cp', 'trestbps', 'fbs', 'oldpeak', 'ca')",11,0.7885738248787908
2377,"('age', 'cp', 'trestbps', 'fbs', 'oldpeak', 'thal')",19,0.7661983358619514
2378,"('age', 'cp', 'trestbps', 'fbs', 'slope', 'ca')",9,0.7548980595333077
2379,"('age', 'cp', 'trestbps', 'fbs', 'slope', 'thal')",19,0.752989681561764
2380,"('age', 'cp', 'trestbps', 'fbs', 'ca', 'thal')",19,0.775325417583236
2381,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang')",19,0.7270616909247021
2382,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'oldpeak')",19,0.7425629539075447
2383,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'slope')",13,0.7130719544154405
2384,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'ca')",13,0.7441417208663585
2385,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'thal')",13,0.7887100033621773
2386,"('age', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak')",15,0.7636268912434513
2387,"('age', 'cp', 'trestbps', 'restecg', 'exang', 'slope')",19,0.7235552552526812
2388,"('age', 'cp', 'trestbps', 'restecg', 'exang', 'ca')",13,0.7472567467079917
